RSI,regime_id,regime_mean,variable,time
0.0,0.0,,0.0332409972299165,1900.0
0.0,0.0,0.6016620498614956,0.7894736842105265,1901.0
0.0,0.0,0.6016620498614956,0.8144044321329638,1902.0
0.0,0.0,0.6016620498614956,0.8559556786703602,1903.0
0.0,0.0,0.6016620498614956,0.6232686980609414,1904.0
0.0,0.0,0.6016620498614956,0.7229916897506921,1905.0
0.0,0.0,0.6016620498614956,0.914127423822714,1906.0
0.0,0.0,0.6016620498614956,-0.3074792243767308,1907.0
0.0,0.0,0.6016620498614956,1.3545706371191133,1908.0
0.0,0.0,0.6016620498614956,0.2160664819944595,1909.0
0.5384051297296357,1.0,0.6016620498614956,-0.2576177285318564,1910.0
0.0,1.0,-0.6897506925207756,-1.1218836565096946,1911.0
0.0,1.0,-0.6897506925207756,-1.7368421052631589,1912.0
0.0,1.0,-0.6897506925207756,-0.0332409972299161,1913.0
0.0,1.0,-0.6897506925207756,0.3407202216066487,1914.0
0.0,1.0,-0.6897506925207756,-0.4155124653739608,1915.0
0.0,1.0,-0.6897506925207756,-0.6565096952908589,1916.0
0.0,1.0,-0.6897506925207756,-0.8060941828254857,1917.0
0.0,1.0,-0.6897506925207756,-1.1385041551246542,1918.0
0.0,1.0,-0.6897506925207756,-1.0720221606648193,1919.0
0.0,1.0,-0.6897506925207756,-1.1966759002770089,1920.0
0.0,1.0,-0.6897506925207756,-0.6565096952908589,1921.0
0.7409834850847986,2.0,-0.7371191135734074,1.047091412742382,1922.0
0.0,2.0,0.7313019390581716,0.7396121883656512,1923.0
0.0,2.0,0.7313019390581716,1.2880886426592797,1924.0
0.0,2.0,0.7313019390581716,-0.066481994459834,1925.0
0.0,2.0,0.7313019390581716,0.2991689750692523,1926.0
0.0,2.0,0.7313019390581716,1.0554016620498614,1927.0
0.0,2.0,0.7313019390581716,0.9473684210526314,1928.0
0.0,2.0,0.7313019390581716,0.9556786703601108,1929.0
0.0,2.0,0.7313019390581716,0.9722991689750692,1930.0
0.0,2.0,0.7313019390581716,0.0747922437673129,1931.0
0.0,2.0,0.7313019390581716,-0.2659279778393357,1932.0
0.0,2.0,0.7313019390581716,0.2825484764542931,1933.0
0.0,2.0,0.5542936288088641,0.1578947368421048,1934.0
0.0,2.0,0.44127423822714656,1.0138504155124657,1935.0
0.0,2.0,0.5493074792243766,1.7867036011080328,1936.0
0.0,2.0,0.6980609418282546,0.0,1937.0
0.0,2.0,0.5925207756232684,0.4903047091412742,1938.0
0.0,2.0,0.5468144044321328,1.3545706371191133,1939.0
0.0,2.0,0.586703601108033,2.027700831024931,1940.0
0.0,2.0,0.6922437673130193,2.1357340720221605,1941.0
0.0,2.0,0.8983379501385039,1.013850415512465,1942.0
1.4419236160554774,3.0,1.026315789473684,-0.1911357340720223,1943.0
0.0,3.0,-1.0545706371191137,0.174515235457064,1944.0
0.0,3.0,-1.0545706371191137,-1.0387811634349036,1945.0
0.0,3.0,-1.0545706371191137,-0.914127423822714,1946.0
0.0,3.0,-1.0545706371191137,-0.7396121883656508,1947.0
0.0,3.0,-1.0545706371191137,-0.10803324099723,1948.0
0.0,3.0,-1.0545706371191137,-2.019390581717452,1949.0
0.0,3.0,-1.0545706371191137,-2.14404432132964,1950.0
0.0,3.0,-1.0545706371191137,-1.545706371191137,1951.0
0.0,3.0,-1.0545706371191137,-2.019390581717451,1952.0
0.0,3.0,-1.0545706371191137,-0.5817174515235455,1953.0
0.0,3.0,-1.0545706371191137,-1.3379501385041557,1954.0
0.0,3.0,-1.2448753462603879,0.1911357340720219,1955.0
0.0,3.0,-1.1218836565096955,-2.493074792243768,1956.0
0.0,3.0,-1.2797783933518008,-1.8282548476454288,1957.0
0.47658544382313117,4.0,-1.3886426592797787,0.249307479224377,1958.0
0.0,4.0,-0.15124653739612204,0.6897506925207759,1959.0
0.0,4.0,-0.15124653739612204,0.2991689750692514,1960.0
0.0,4.0,-0.15124653739612204,1.1717451523545703,1961.0
0.0,4.0,-0.15124653739612204,-1.2963988919667586,1962.0
0.0,4.0,-0.15124653739612204,-0.3324099722991689,1963.0
0.0,4.0,-0.15124653739612204,0.0083102493074793,1964.0
0.0,4.0,-0.15124653739612204,-1.2548476454293636,1965.0
0.0,4.0,-0.15124653739612204,-0.8393351800554023,1966.0
0.0,4.0,-0.15124653739612204,-0.207756232686981,1967.0
0.0,4.0,-0.15124653739612204,-0.95567867036011,1968.0
0.0,4.0,-0.15124653739612204,-1.2714681440443214,1969.0
0.0,4.0,-0.4678670360110805,0.6066481994459827,1970.0
0.0,4.0,-0.43711911357340727,-1.9196675900277007,1971.0
0.0,4.0,-0.7462603878116345,-2.0027700831024933,1972.0
0.0,4.0,-0.8168975069252079,-0.4736842105263155,1973.0
0.0,4.0,-0.8310249307479225,-1.238227146814404,1974.0
0.0,4.0,-0.9556786703601109,-0.8559556786703602,1975.0
0.0,4.0,-0.9157894736842106,-1.155124653739612,1976.0
0.9026657405325802,5.0,-0.9473684210526315,1.6371191135734071,1977.0
0.0,5.0,0.6623268698060938,0.3407202216066478,1978.0
0.0,5.0,0.6623268698060938,-0.5900277008310248,1979.0
0.0,5.0,0.6623268698060938,-0.1163434903047098,1980.0
0.0,5.0,0.6623268698060938,0.5817174515235455,1981.0
0.0,5.0,0.6623268698060938,0.3407202216066478,1982.0
0.0,5.0,0.6623268698060938,0.548476454293628,1983.0
0.0,5.0,0.6623268698060938,1.4958448753462603,1984.0
0.0,5.0,0.6623268698060938,1.271468144044321,1985.0
0.0,5.0,0.6623268698060938,1.113573407202216,1986.0
0.0,5.0,0.6623268698060938,1.8781163434903043,1987.0
0.0,5.0,0.6623268698060938,0.9224376731301932,1988.0
0.009609047206301097,6.0,0.7445983379501382,-0.9556786703601108,1989.0
0.0,6.0,-0.08476454293628825,-0.3074792243767308,1990.0
0.0,6.0,-0.08476454293628825,-2.03601108033241,1991.0
0.0,6.0,-0.08476454293628825,0.0498614958448744,1992.0
0.0,6.0,-0.08476454293628825,0.0581717451523542,1993.0
0.0,6.0,-0.08476454293628825,1.2049861495844874,1994.0
0.0,6.0,-0.08476454293628825,-0.4986149584487536,1995.0
0.0,6.0,-0.08476454293628825,0.5900277008310244,1996.0
0.0,6.0,-0.08476454293628825,0.2243767313019393,1997.0
0.0,6.0,-0.08476454293628825,0.8227146814404427,1998.0
0.0,6.0,-0.08476454293628825,-0.3324099722991689,1999.0
0.0,6.0,-0.08476454293628825,-2.0027700831024933,2000.0
0.0,6.0,-0.19196675900277033,0.5900277008310253,2001.0
0.0,6.0,0.0706371191135732,0.2659279778393348,2002.0
0.13420610465141997,7.0,0.09224376731301924,2.0858725761772847,2003.0
